provider,model,chunk_strategy,metodo_extracao,mode,rerank,query_expansion,num_questions,recall_at_k,doc_recall_at_k,precision_at_k,mrr_at_k,ndcg_at_k,latency_avg_ms,latency_p95_ms,num_questions_total,num_questions_evaluated,num_questions_skipped
openai,text-embedding-3-large,fixed-size,markdown,flat,False,False,48,0.8958333333333334,0.9375,0.1769675925925926,0.7236111111111111,0.7484056759955315,15.188406192464754,50.101458036806434,50,48,2
openai,text-embedding-3-large,article-aware,markdown,flat,False,False,48,0.4166666666666667,0.8125,0.0625,0.26371527777777776,0.2976813806690184,69.4921744579915,261.1361669842154,50,48,2
openai,text-embedding-3-large,hierarchical-child,markdown,flat,False,False,48,0.4375,0.8125,0.06041666666666667,0.2910300925925926,0.3211025960039123,83.28904434044186,307.21291701775044,50,48,2
openai,text-embedding-3-large,hierarchical-child,markdown,hierarchical,False,False,48,0.4375,0.8125,0.07083333333333333,0.3032986111111111,0.3287436556936665,85.20922664441362,263.5683750268072,50,48,2
openai,text-embedding-3-large,fixed-size,texto,flat,False,False,48,0.8958333333333334,0.9375,0.1996527777777778,0.7213789682539683,0.7453803056539662,12.879422794261094,25.508667051326483,50,48,2
openai,text-embedding-3-large,article-aware,texto,flat,False,False,48,0.625,0.8333333333333334,0.11093750000000001,0.4101521164021164,0.465289526111584,23.051186604182778,50.56341603631154,50,48,2
openai,text-embedding-3-large,hierarchical-child,texto,flat,False,False,48,0.5416666666666666,0.8125,0.09166666666666667,0.3637152777777778,0.40147033434229756,33.99120489605897,103.56466699158773,50,48,2
openai,text-embedding-3-large,hierarchical-child,texto,hierarchical,False,False,48,0.5833333333333334,0.8125,0.11875000000000001,0.43842592592592594,0.45896773158448945,31.62167360521077,95.45950003666803,50,48,2
openai,text-embedding-3-small,fixed-size,markdown,flat,False,False,48,0.8333333333333334,0.875,0.16967592592592592,0.6149305555555555,0.6299927942975546,10.706477377728637,23.465000034775585,50,48,2
openai,text-embedding-3-small,article-aware,markdown,flat,False,False,48,0.4375,0.75,0.0625,0.20734126984126983,0.26126315604579864,59.87527434990625,265.48266696045175,50,48,2
openai,text-embedding-3-small,hierarchical-child,markdown,flat,False,False,48,0.4166666666666667,0.7916666666666666,0.05625,0.216046626984127,0.2594473324202572,58.823711811176814,267.84987503197044,50,48,2
openai,text-embedding-3-small,hierarchical-child,markdown,hierarchical,False,False,48,0.4375,0.7916666666666666,0.06666666666666667,0.2183614417989418,0.2657561529519813,56.85579854010333,240.5599580379203,50,48,2
openai,text-embedding-3-small,fixed-size,texto,flat,False,False,48,0.8333333333333334,0.8541666666666666,0.1892361111111111,0.6212053571428572,0.6427599485043042,10.600428771188794,23.109458037652075,50,48,2
openai,text-embedding-3-small,article-aware,texto,flat,False,False,48,0.4791666666666667,0.6666666666666666,0.08750000000000001,0.22742228835978837,0.28538606200634314,17.38163025220274,44.97099999571219,50,48,2
openai,text-embedding-3-small,hierarchical-child,texto,flat,False,False,48,0.4791666666666667,0.7708333333333334,0.07291666666666667,0.284796626984127,0.3235116299435869,22.798445458950784,57.69799998961389,50,48,2
openai,text-embedding-3-small,hierarchical-child,texto,hierarchical,False,False,48,0.5416666666666666,0.7708333333333334,0.09791666666666667,0.32588458994708996,0.36668867689839435,22.35589408640711,57.1917500346899,50,48,2
