provider,model,chunk_strategy,metodo_extracao,mode,rerank,query_expansion,num_questions,recall_at_k,doc_recall_at_k,precision_at_k,mrr_at_k,ndcg_at_k,latency_avg_ms,latency_p95_ms,num_questions_total,num_questions_evaluated,num_questions_skipped
openai,text-embedding-3-large,fixed-size,markdown,flat,False,False,48,0.8958333333333334,0.9375,0.1769675925925926,0.7236111111111111,0.7484056759955315,14.64372658422993,27.978458965662867,50,48,2
openai,text-embedding-3-large,article-aware,markdown,flat,False,False,48,0.4166666666666667,0.8125,0.0625,0.26371527777777776,0.2976813806690184,72.71533262610319,280.27912497054785,50,48,2
openai,text-embedding-3-large,hierarchical-child,markdown,flat,False,False,48,0.4375,0.8125,0.06041666666666667,0.2910300925925926,0.3211025960039123,79.75526562707576,304.0411249967292,50,48,2
openai,text-embedding-3-large,hierarchical-child,markdown,hierarchical,False,False,48,0.4375,0.8125,0.07083333333333333,0.3032986111111111,0.3287436556936665,86.98133418874932,263.91408301424235,50,48,2
openai,text-embedding-3-large,fixed-size,texto,flat,False,False,48,0.8958333333333334,0.9375,0.1996527777777778,0.7213789682539683,0.7453803056539662,13.449417461136667,27.01320796040818,50,48,2
openai,text-embedding-3-large,article-aware,texto,flat,False,False,48,0.625,0.8333333333333334,0.11093750000000001,0.4101521164021164,0.465289526111584,23.09662935779973,52.41875001229346,50,48,2
openai,text-embedding-3-large,hierarchical-child,texto,flat,False,False,48,0.5416666666666666,0.8125,0.09166666666666667,0.3637152777777778,0.40147033434229756,34.295695300291605,101.06079198885709,50,48,2
openai,text-embedding-3-large,hierarchical-child,texto,hierarchical,False,False,48,0.5833333333333334,0.8125,0.11875000000000001,0.43842592592592594,0.45896773158448945,32.61694962566253,80.71783394552767,50,48,2
openai,text-embedding-3-small,fixed-size,markdown,flat,False,False,48,0.8333333333333334,0.875,0.16967592592592592,0.6149305555555555,0.6299927942975546,12.604947922227439,27.552833023946732,50,48,2
openai,text-embedding-3-small,article-aware,markdown,flat,False,False,48,0.4375,0.75,0.0625,0.20734126984126983,0.26126315604579864,53.13197037564047,231.37166601372883,50,48,2
openai,text-embedding-3-small,hierarchical-child,markdown,flat,False,False,48,0.4166666666666667,0.7916666666666666,0.05625,0.216046626984127,0.2594473324202572,57.60663357553616,241.05716601479799,50,48,2
openai,text-embedding-3-small,hierarchical-child,markdown,hierarchical,False,False,48,0.4375,0.7916666666666666,0.06666666666666667,0.2183614417989418,0.2657561529519813,57.10338544061718,242.47729097260162,50,48,2
openai,text-embedding-3-small,fixed-size,texto,flat,False,False,48,0.8333333333333334,0.8541666666666666,0.1892361111111111,0.6212053571428572,0.6427599485043042,13.018055627374755,41.29308398114517,50,48,2
openai,text-embedding-3-small,article-aware,texto,flat,False,False,48,0.4791666666666667,0.6666666666666666,0.08750000000000001,0.22742228835978837,0.28538606200634314,17.645785621425603,44.12933299317956,50,48,2
openai,text-embedding-3-small,hierarchical-child,texto,flat,False,False,48,0.4791666666666667,0.7708333333333334,0.07291666666666667,0.284796626984127,0.3235116299435869,22.31370226703196,57.21604195423424,50,48,2
openai,text-embedding-3-small,hierarchical-child,texto,hierarchical,False,False,48,0.5416666666666666,0.7708333333333334,0.09791666666666667,0.32588458994708996,0.36668867689839435,22.966653687035432,58.90595895471051,50,48,2
openai,text-embedding-3-large,fixed-size,markdown,flat,True,False,48,0.9583333333333334,0.9791666666666666,0.1955687830687831,0.875,0.86697413249705,5397.887591245914,55429.10845798906,50,48,2
openai,text-embedding-3-large,article-aware,markdown,flat,True,False,48,0.5208333333333334,0.8125,0.08541666666666667,0.3338458994708995,0.3716384388575546,5704.858582481393,53648.841415997595,50,48,2
